"seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"chr18",14232306,14278542,1,"8430422H06Rik",62,1.35012270498861,0.00485646162299498,0.705351042980843
"chr7",114415161,114315479,2,"4933406I18Rik",1701,1.35270132212043,0.00587801917949191,0.293629591764692
"chr3",5218554,5415855,1,"Zfhx4",4,1.09337106021429,0.00593811248590575,0.370222538666857
"chr17",56512483,56511248,2,"Znrf4",964,1.03257473245637,0.00614759177746716,1.01498056281515
"chr12",118530193,118518297,2,"D230030E09Rik",827,1.06576224365054,0.00676012045944556,0.740370428603583
"chr14",12284203,12303231,1,"3830406C13Rik",42,1.04187493780554,0.00833972899008369,0.575944677834195
"chr10",62726099,62659422,2,"Stox1",375,1.72570498832749,0.00969705359902133,0.238518609634215
"chr3",127553489,127618023,1,"Zgrf1",949,1.10118366004959,0.0119184194359318,0.449129724194631
"chr11",69395791,69396671,1,"Naa38",667,1.97201882220673,0.0138069557820888,0.308611198398249
"chr12",112674276,112653821,2,"Akt1",787,1.37039165574369,0.0154493449851289,0.377444481521087
"chr9",95845279,95752642,2,"Pls1",954,1.33282353937653,0.0160448607474961,0.282778017831446
"chr10",85928491,85929647,1,"Ascl4",719,2.2180575144145,0.016111471327905,0.425129869235889
"chr11",98150163,98082554,2,"Fbxl20",1277,1.06722887687598,0.0192814598431561,0.331481806136702
"chr16",17759621,17793382,1,"Klhl22",162,1.07928448854841,0.0213132149756421,0.277999778907541
"chr13",58762311,58741074,2,"4930455J16Rik",522,1.44393578119804,0.0214328558344484,0.25512967647637
"chr19",44203288,44244016,1,"Scd3",637,1.15486747275095,0.0214328558344484,0.305092517416355
"chr14",62332105,62372992,1,"Rnaseh2b",576,1.76112041039,0.0214396674562886,0.227500142767862
"chr7",45211883,45207525,2,"Dkkl1",905,1.72686956804428,0.0235910928222447,0.781537494157599
"chr4",14621778,14505197,2,"Slc26a7",60,1.72232570710434,0.0258382344046201,0.334518583119401
"chr11",75348383,75300259,2,"Rpa1",863,1.161030662269,0.0259832605712554,0.322388984276541
"chr16",30008667,30021430,1,"4632428C04Rik",305,1.05560447431964,0.0266265217177828,0.54770385129965
"chr8",9132288,9125412,2,"4933430N04Rik",44,2.5735891542621,0.028312904043734,0.37183343864775
"chr10",128547744,128543563,2,"Zc3h10",1058,1.18002207416673,0.0296840310424511,0.420574411604496
"chr6",85336373,85336292,2,"Mir705",629,1.07930151237399,0.0321193358396229,0.74448204199797
"chr3",127553349,127536714,2,"Larp7",942,1.07740098973289,0.0323409074156297,0.234073925125167
"chr11",102925124,102905518,2,"Kif18b",1489,1.35639308533601,0.0323685674814375,0.24166658238277
"chr2",120404116,120355309,2,"Tmem87a",1263,2.00673452997346,0.0350431382975885,0.0687037134596566
"chr14",122983261,122918975,2,"Tmtc4",871,1.27304320133096,0.0431529087487504,0.266629686654746
"chr1",155083264,155063523,2,"Gm9530",945,1.12286444767698,0.0435951891452824,0.338222134911762
"chr14",70159502,70154405,2,"9930012K11Rik",677,1.37334665738694,0.0494412931378839,0.333518730612462
