"seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"chrX",139684996,139754218,1,"Tbc1d8b",851,-2.11275184217181,4.99756495695379e-06,-1.11717155663096
"chrX",144688180,144377327,2,"Trpc5",886,-1.46505968109495,5.41450210905782e-06,-1.80824623196189
"chrX",141474076,141165403,2,"Col4a6",867,-1.44668832568522,5.44818690896898e-06,-4.0428323936358
"chrX",99470735,99465734,2,"Pja1",620,-1.14124904887623,5.6828169236614e-06,-2.752245385826
"chrX",100625938,100622906,2,"Pdzd11",632,-1.64282366306508,6.10656768461515e-06,-1.7961714951539
"chrX",100626065,100727271,1,"Kif4",631,-1.50006059052574,1.14665512005617e-05,-1.58129293867628
"chrX",143099594,143104335,1,"Rtl9",878,-1.28722080270127,1.16322955352337e-05,-2.05260989010024
"chrX",99042581,99074728,1,"Stard8",617,-1.09543247707145,1.17818330565253e-05,-1.70263494200494
"chrX",105499772,105500639,1,"Cypt2",698,-1.58372616432606,1.38696218430457e-05,-2.14129414444082
"chrX",152016428,152061973,1,"Smc1a",934,-1.50595456137093,1.4255647701072e-05,-2.53861119622787
"chrX",152144268,152225237,1,"Iqsec2",935,-1.12549954687776,1.4255647701072e-05,-3.26039208721442
"chrX",142390535,142317993,2,"Acsl4",874,-1.47289555386153,1.51754703984771e-05,-1.2598544933746
"chrX",140664956,140767715,1,"Mid2",862,-1.36177379248359,1.59598220569586e-05,-2.10251296968107
"chrX",145487639,145446424,2,"Amot",892,-1.49984996487452,1.61923597677062e-05,-1.00168350481845
"chrX",104413846,104280565,2,"Abcb7",686,-1.3756488773879,1.6648285596825e-05,-1.97348747155912
"chrX",158043197,157821573,2,"Cnksr2",981,-1.88223327003016,1.6648285596825e-05,-0.919683839362786
"chrX",140310948,140311012,1,"Mir3475",858,-1.07837466928641,1.79274963230509e-05,-3.04873182432748
"chrX",135840393,135891081,1,"Bhlhb9",810,-1.47826277597254,1.80523530871163e-05,-0.926610119818142
"chrX",159988433,160123351,1,"Map3k15",987,-1.55539516754096,1.91532511877912e-05,-1.97239212056074
"chr18",53464546,53575857,1,"Prdm6",368,-1.3608534612471,1.9770972092109e-05,-1.26751272435669
"chrX",136590851,136668377,1,"Tceal3",826,-1.77357414346092,1.97925373137521e-05,-0.983707830901894
"chrX",99136061,99149022,1,"Efnb1",618,-1.08641514774825,2.17260688994564e-05,-2.4152434636207
"chrX",101059639,100838648,2,"Tex11",635,-1.2358340130777,2.39927300171112e-05,-1.59256249436022
"chrX",145348894,145290359,2,"Lhfpl1",891,-1.7081540053188,2.4410633206868e-05,-0.872683333202866
"chrX",100729847,100738901,1,"Gdpd2",633,-1.21406988988488,2.68098699315612e-05,-1.38890250308886
"chrX",166662025,166689812,1,"Gm1720",1029,-1.55862741156371,2.68098699315612e-05,-1.84873383879873
"chrX",82814910,85205050,1,"Dmd",555,-1.22894724368717,2.68213405614107e-05,-3.77410055363542
"chrX",98891025,98554280,2,"Ophn1",615,-1.15777200635121,2.94237697836868e-05,-1.93085608961956
"chrX",141475419,141689235,1,"Col4a5",868,-1.71364999232546,2.9650837931317e-05,-1.53492794508475
"chrX",164258193,164192842,2,"Bmx",1013,-1.66201188842965,2.98926483232477e-05,-1.08044020533949
"chrX",105165505,105164378,2,"E530001F21Rik",694,-1.15161503007566,3.04828377667539e-05,-2.63844180038022
"chrX",105344369,105344282,2,"Mir384",695,-1.49380699065122,3.09598300288414e-05,-2.01548778052142
"chrX",106027224,106128160,1,"Atp7a",703,-1.45731921329453,3.88402709424257e-05,-1.19663387925482
"chrX",139998595,139889511,2,"Rbm41",855,-1.47590002606394,4.20056615580731e-05,-1.14824488537816
"chr11",101171302,101162679,2,"Plekhh3",1417,-1.25214075765865,4.54044832386172e-05,-1.60548697426002
"chrX",152769486,152609509,2,"Shroom2",942,-1.2871418824635,4.7291032213744e-05,-2.13744034414608
"chrX",104857267,104854952,2,"Magee2",690,-1.50950689650436,4.89017105860533e-05,-2.21204852774342
"chrX",140813433,140808307,2,"Tex13b",863,-1.326419926915,4.89017105860533e-05,-1.86819674858922
"chrX",101222563,101097786,2,"Snx12",637,-1.10363369547969,5.30776892060856e-05,-1.41007380126349
"chrX",166238943,166389033,1,"Gpm6b",1023,-1.26589482097036,5.30776892060856e-05,-2.25080824034423
"chrX",103186664,103184059,2,"Nap1l2",669,-1.26215433656917,5.54538719409533e-05,-1.84129360443986
"chrX",144688907,145122410,1,"Rtl4",889,-1.60075948464824,5.629120541363e-05,-1.70100206531175
"chrX",153006469,153009461,1,"Usp51",944,-1.32933430961918,6.41466602802227e-05,-1.3047567509587
"chrX",143394262,143285674,2,"Chrdl1",879,-1.01433487057768,6.76571575086046e-05,-1.33034221230051
"chrX",166585716,166523007,2,"Egfl6",1028,-1.31914827167509,7.14996357293538e-05,-1.5723915998416
"chrX",138209580,138208165,2,"Tex13a",842,-2.41647029250814,7.46275691403287e-05,-0.752805640273126
"chrX",105764477,105776532,1,"Fgf16",699,-1.27955629383376,7.58115668584198e-05,-1.55560972807972
"chrX",129749742,130465834,1,"Diaph2",764,-1.41758005026822,8.31222288488902e-05,-1.40444032091382
"chrX",153139958,153171943,1,"Rragb",948,-1.69091523585477,8.72665538418361e-05,-0.664073307136405
"chrX",138914430,139009092,1,"Nrk",843,-1.6854895509371,9.21900824354272e-05,-1.02056194945401
"chrX",140062879,140106797,1,"Pih1h3b",857,-1.36454864301745,9.51282741296368e-05,-1.15409838251644
"chrX",85776819,85701937,2,"Gk",559,-1.62170523331737,0.000101348224693308,-0.725464038590341
"chrX",104482782,104506262,1,"Uprt",687,-1.37073015412632,0.000110904717761517,-1.19987837456324
"chrX",151913214,151913321,1,"Mir98",931,-1.27600326130319,0.000113700080742171,-2.25924573363178
"chrX",165326981,165129017,2,"Glra2",1021,-1.66133351360749,0.000114619940903781,-1.01707368529359
"chr7",131548773,131556582,1,"Hmx2",1944,-1.39001984917797,0.000124604923378867,-3.59126994232732
"chrX",167330571,167304926,2,"Tlr7",1033,-1.66828649217897,0.000133278482594573,-1.22780463968645
"chrX",144556239,144552758,2,"Mageb16-ps1",888,-1.52211690005041,0.000137123896735334,-0.959440008010091
"chrX",162760372,162779090,1,"Rbbp7",999,-1.80694578899108,0.000137123896735334,-1.01197640894737
"chrX",99821069,99846345,1,"Tmem28",621,-1.01188575198006,0.000144702502878806,-1.48365967543838
"chrX",139563340,139673145,1,"Rnf128",850,-1.60891709574384,0.000148854184357296,-1.28824461728371
"chrX",164419787,164433915,1,"Piga",1016,-2.17307521361891,0.000151694938443895,-0.718146790996945
"chr18",11052510,11085635,1,"Gata6",44,-1.91899805821298,0.000153637798188407,-1.58551341300371
"chrX",139480367,139554580,1,"D330045A20Rik",849,-1.43224351864033,0.000159542710137349,-1.10321935030813
"chrX",160768013,160799663,1,"Rs1",992,-1.62191953490415,0.000160227504720909,-1.27802550359159
"chr10",22820128,22817263,2,"Tcf21",121,-1.23555277900193,0.000160594234769559,-2.68646594494882
"chrX",140342263,140435467,1,"Frmpd3",859,-1.03733091628136,0.000164246714376121,-1.71268432428113
"chrX",157698973,157752591,1,"Smpx",979,-1.66471593364584,0.000172490392196839,-1.11304967345466
"chrX",169187209,169176114,2,"Amelx",1038,-1.78068726745848,0.000172490392196839,-0.764219912492948
"chrX",144456582,144477063,1,"Trpc5os",887,-1.63080894668513,0.000174261985086974,-0.571268611260916
"chrX",107542582,107543800,1,"4933401B06Rik",718,-2.22866831660005,0.000183985692286517,-0.87517102321929
"chrX",134809221,134791453,2,"Armcx2",792,-1.16169114731807,0.000190412993219273,-0.951463683804603
"chr13",53472780,53466881,2,"Msx2",440,-1.31988209858497,0.000191864769238038,-2.84797790925423
"chrX",106309826,106309935,1,"Mir6382",708,-1.44808242116214,0.000199639960638501,-1.30780555106376
"chrX",142196936,142079289,2,"Gucy2f",870,-1.20475329990203,0.000201167810003018,-1.46861106378718
"chrX",140907608,140939472,1,"Vsig1",864,-1.33367233770994,0.000207397207663473,-1.37480662932847
"chr11",57832147,57828713,2,"Hand1",450,-1.10373592501416,0.000211368812759164,-3.74597315608634
"chrX",166479867,166457252,2,"Rab9",1026,-1.53292235551948,0.000211368812759164,-0.816976179398503
"chr17",26917091,26932579,1,"Kifc5b",368,-1.14085020697897,0.000211606049138366,-0.636268762456543
"chrX",137049594,137082503,1,"Fam199x",839,-1.02018448116306,0.000211930611062649,-0.758269054249029
"chrX",135177614,135169305,2,"Gm15023",796,-1.01439749730923,0.000228441557215341,-0.417975687296318
"chrX",150657583,150644710,2,"Tro",918,-1.4491667696529,0.000279639875235445,-0.728584873081051
"chrX",151859562,151859637,1,"Mir3113",929,-1.92747687274808,0.000314473228254558,-1.48661052963438
"chr18",11052567,11042037,2,"1010001N08Rik",43,-1.95921655899804,0.00034557352980437,-2.16990369681044
"chrX",136270253,136271978,1,"Bex3",823,-1.34958584242299,0.000346497492748207,-1.07707465902586
"chrX",159210307,159368244,1,"Rps6ka3",982,-1.41064913475268,0.000353106013550919,-1.17875724769654
"chr6",52240854,52231197,2,"Hoxa10",390,-1.07886394060086,0.000357025927119633,-3.27132260581531
"chrX",140956917,141164270,1,"Atg4a",866,-1.34519524314378,0.000357025927119633,-1.35670800534069
"chrX",169320422,169368178,1,"Gm15246",1040,-1.70183003799734,0.000357025927119633,-0.732488700431801
"chrX",106920625,106933899,1,"Lpar4",713,-1.70766842583353,0.000361131155803584,-0.806536582751326
"chrX",104816776,104842455,1,"1700121L16Rik",689,-1.45262599407828,0.000405826946747643,-1.0189757987356
"chrX",52164923,52053018,2,"Gpc4",307,-1.19473139410209,0.000422652228160583,-1.45546452533973
"chrX",162829454,162778917,2,"Txlng",1000,-1.73313571957636,0.000435418022556695,-0.879170912621089
"chrX",164436994,164459170,1,"Asb11",1017,-1.77740528636309,0.000451446713742,-0.697098224336773
"chrX",94274574,94274637,1,"Mir7673",590,-1.00191972112588,0.000474070242000839,-2.73680675177221
"chrX",162964599,162961992,2,"S100g",1004,-1.30743957383515,0.000494577157870594,-1.46329224269272
"chrX",94636069,94638562,1,"Gspt2",594,-1.15255185227022,0.000509151471733941,-1.35548783733788
"chrX",159414572,159498757,1,"Map7d2",984,-1.24262894250013,0.00051149961106067,-0.931512654191879
"chrX",160907052,160902116,2,"Gja6",994,-1.74105831694214,0.000568048528524032,-1.70590376497001
"chrX",152001896,152004442,1,"Hsd17b10",932,-1.13705938344672,0.000582422612728299,-1.93439173355421
"chr6",52245810,52242105,2,"Hoxa11",392,-1.08678656740271,0.000613446284532577,-3.91065947733805
"chrX",160138430,160122219,2,"Pdha1",988,-1.59201907254254,0.000646831692008335,-1.19605008336279
"chrX",107088492,107104970,1,"P2ry10",714,-1.84557220117149,0.000656868337652503,-0.611097601197088
"chrX",151047170,151089686,1,"Fgd1",922,-1.35254346933684,0.000683534124932618,-0.8964394281035
"chrX",153037629,153072915,1,"9530051G07Rik",945,-1.51085802233915,0.000721124997204873,-0.750024622100992
"chrX",169779635,169776378,2,"4933400A11Rik",1042,-1.66885940605489,0.000730552259351945,-1.54929260414269
"chrX",135373284,135383393,1,"Gm7903",799,-1.7450745257028,0.00080819584127128,-0.284951293063924
"chrX",85821945,85891499,1,"5430427O19Rik",560,-1.72485163989948,0.000819535126590242,-0.63748813433748
"chr15",102977032,102984444,1,"Hoxc9",889,-1.13768767595009,0.000833069523569999,-3.2938078750713
"chrX",139357738,139240226,2,"Platr21",847,-1.31449664987725,0.000852617544563717,-1.00807406074973
"chrX",164269431,164373013,1,"Pir",1014,-1.35751134385254,0.000856078405791234,-1.07102550679376
"chr13",38151294,38198577,1,"Dsp",328,-1.45859925724,0.000861325010189496,-0.672926699319121
"chrX",105379179,105379082,2,"Mir325",697,-1.22762484193828,0.000896773601182644,-1.51048795941382
"chrX",94234930,94273515,1,"Klhl15",589,-1.18881408136717,0.000908457363057025,-1.34151351872331
"chrX",150826917,150857407,1,"Itih5l-ps",920,-1.26115642410056,0.000950936598039388,-0.883610629107614
"chrX",51972772,51968695,2,"1700080O16Rik",306,-1.2806952520732,0.00095386514507856,-1.57875765974749
"chr6",52245082,52249769,1,"Hoxa11os",391,-1.12349279821938,0.00101636504376753,-3.21568507593858
"chrX",106485229,106420041,2,"Fndc3c1",709,-1.28539026591026,0.00102010613740426,-0.886926475199374
"chrX",134221956,134086421,2,"Nox1",773,-1.14930841662681,0.00102528701664882,-1.239050109892
"chr17",26841565,26838665,2,"Nkx2-5",367,-1.07587581568577,0.00103338980654422,-3.82593135647029
"chr9",24774303,24720812,2,"Tbx20",215,-1.52395285041676,0.00105563400488348,-1.50080595246155
"chrX",50841371,50893098,1,"Stk26",300,-1.29587757451772,0.0010777863148961,-0.731927172086913
"chr11",96317165,96317274,1,"Mir10a",1220,-1.09858717177825,0.0010846867392309,-4.28719881325494
"chrX",106583186,106710557,1,"Gm5127",711,-1.01317802633851,0.0010846867392309,-0.602219600929792
"chrX",52613974,52272426,2,"Gpc3",308,-1.09913515066154,0.00108950860155655,-2.08975679250912
"chr15",102947946,102944062,2,"Hotair",885,-1.05862070084143,0.00113098263221152,-3.35888214887838
"chrX",134601179,134607060,1,"Hnrnph2",785,-1.21951374048621,0.0011620012240403,-0.719464656397159
"chrX",102252651,102257689,1,"Gm14858",657,-1.21938782072311,0.00128397901994849,-1.02824361038799
"chrX",51205990,51113494,2,"Mbnl3",303,-1.08074427838271,0.00142191610141224,-0.826391214466643
"chrX",152368572,152416702,1,"3010001F23Rik",940,-1.048745030647,0.00142353404711772,-1.54890259014994
"chrX",102908905,102909651,1,"1700011M02Rik",665,-1.60228718505792,0.00143163003184071,-1.20714620629742
"chr10",60831581,60762595,2,"Unc5b",337,-1.62036049810754,0.00145060187352636,-1.03341477282314
"chrX",163958666,163935443,2,"Zrsr2",1008,-1.46988265846205,0.00145918461764976,-0.783244362029442
"chrX",143827412,143802236,2,"Capn6",881,-1.74696873008824,0.0014746744573048,-0.708049616161754
"chrX",100594869,100590154,2,"P2ry4",629,-1.85949905271893,0.00148078767938535,-0.915342019548155
"chrX",139871654,139821635,2,"Morc4",854,-1.39125108193699,0.00149422635410716,-0.978073344844169
"chrX",96455436,96574485,1,"Heph",610,-1.41019489246836,0.00150277748764216,-0.558049066404155
"chrX",166170454,166190512,1,"Gemin8",1022,-1.4261943793146,0.00154695629442343,-0.921757206811239
"chrX",135742692,135803468,1,"Gprasp1",806,-1.29953831688091,0.0016848664632075,-0.753243668202321
"chrX",164076493,164070703,2,"Siah1b",1010,-1.11642897747335,0.00172611417420711,-0.759121680463937
"chrX",100442717,100402221,2,"Awat2",624,-1.05754725749897,0.00176994544440915,-0.778707034947085
"chrX",136822746,136838582,1,"Plp1",831,-1.50072814121966,0.00178811924763985,-0.862756213979985
"chr15",103014008,103017429,1,"Hoxc5",892,-1.05861301271297,0.00179623862774722,-3.28280644086801
"chrX",151912346,151912428,1,"Mirlet7f-2",930,-1.5890708853991,0.00180291708319989,-1.6205135255839
"chrX",164090187,164118859,1,"Cltrn",1011,-1.16651854311591,0.00188412012956545,-0.71946367296776
"chrX",102707670,102706888,2,"Gm9112",661,-1.11974089078705,0.0019120244596538,-1.58829334356524
"chrX",105391754,105348282,2,"5330434G04Rik",696,-1.63225896542384,0.00195307454149458,-1.04041414750764
"chrX",135745177,135746997,1,"Mir7646",807,-1.51602248004735,0.00195307454149458,-1.03480415892194
"chr19",6921808,6910977,2,"Esrra",166,-1.33823810079411,0.00196581672960063,-1.0479027296832
"chrX",169320372,169251538,2,"Hccs",1039,-1.13853418750261,0.00206219040146966,-0.767805180808569
"chrX",139333683,139338169,1,"Trap1a",848,-1.40510945800081,0.00213668414948177,-1.16661074690623
"chrX",143933219,143855842,2,"Dcx",882,-1.54444765870365,0.00216345193611437,-1.04902538969276
"chrX",136203851,136200951,2,"Tceal5",819,-2.04638931021151,0.00223034545854142,-0.923634533570023
"chr11",96303512,96306121,1,"Hoxb5",1219,-1.13018857217317,0.00226855158667839,-4.21246879855302
"chrX",136742957,136803364,1,"BC065397",829,-1.23182181577705,0.0025139257875231,-0.697902679547419
"chr15",102936853,102938517,1,"Hoxc12",884,-1.0200478031589,0.00255323535017494,-3.97880894214679
"chrX",107816334,107782751,2,"2610002M06Rik",720,-1.27443788648291,0.00258386854957445,-0.279829248578025
"chrX",102908687,102903221,2,"Dmrtc1a",664,-1.53930453387209,0.00262021345552034,-1.01953687131602
"chrX",134686519,134697775,1,"Armcx4",786,-1.49308312648596,0.00262055623687385,-1.0041708380815
"chrX",59585572,59062145,2,"Fgf13",373,-1.14837477252333,0.00268076127146754,-1.30180564255554
"chrX",106143275,106160493,1,"Tlr13",704,-1.71519151407562,0.00271774696104157,-0.871926901419756
"chrX",97072596,97082104,1,"Pgr15l",612,-1.6564065812434,0.00279872484024279,-0.651780998562952
"chrX",106840643,106837082,2,"Rtl3",712,-1.22610474918549,0.00288850885619375,-0.803902252131934
"chrX",151344846,151291974,2,"A230072E10Rik",925,-1.1260473569314,0.00288855258708571,-0.694561224505146
"chrX",135025322,134971372,2,"Zmat1",794,-1.51463580670197,0.00303333196536092,-0.73185426669613
"chrX",164980375,164936169,2,"Mospd2",1019,-1.75992342529705,0.00319808468892635,-0.872463972354598
"chrX",153037563,153036166,2,"Mageh1",946,-1.41639877667071,0.00320972897889804,-0.948829306201116
"chrX",151096543,151087094,2,"Tsr2",923,-1.28153509282997,0.00324320888207033,-0.985488605575659
"chrX",135993820,135995359,1,"Arxes2",811,-1.50351729896529,0.00325241014710603,-1.67207566049341
"chrX",153118788,153132861,1,"Foxr2",947,-1.49586050941314,0.00338273483399172,-0.597244061951496
"chrX",153498232,153501562,1,"Ubqln2",950,-1.27394684146025,0.00349454719639109,-0.527682829185643
"chrX",151017322,150983133,2,"Gnl3l",921,-1.06004512565301,0.00357173275010397,-0.800463653131597
"chr7",110627669,110629819,1,"Adm",1673,-1.18825249339438,0.00358225795590657,-1.50170846987423
"chrX",111537959,111387837,2,"Rps6ka6",732,-2.04507479047721,0.00358225795590657,-0.352658664197013
"chr15",103014910,103015001,1,"Mir615",893,-1.13417487661183,0.00374231868967705,-3.68070853671772
"chrX",157568985,157566119,2,"Yy2",978,-1.14450225716648,0.00380626440130137,-0.643146615295129
"chrX",49288242,49009707,2,"Enox2",290,-1.08485180972173,0.00384920383121498,-1.01768375331868
"chrX",101295291,101321350,1,"Nlgn3",642,-1.14856199528792,0.00385779764845873,-1.06573229683814
"chrX",134276984,134222955,2,"Trmt2b",776,-1.22458768811325,0.00386451405351808,-0.805001056342619
"chrX",94724569,94730191,1,"Zxdb",595,-1.34967916846973,0.00395914518779848,-0.735487995570666
"chrX",152781921,152808646,1,"Gpr143",943,-1.02270829927416,0.00418519414842244,-0.849365957136726
"chrX",135786217,135786114,2,"Mir1970",808,-1.4036564501648,0.00425212129324706,-1.27141430774221
"chrX",139800808,139811386,1,"Cldn2",853,-1.67069226870609,0.00431752957604669,-1.04156026792412
"chr10",127667123,127668851,1,"1700012D01Rik",1011,-1.86580327715928,0.00433795498176098,-0.911001705221906
"chrX",134686462,134684562,2,"B230119M05Rik",787,-2.01497198774893,0.00445727674544978,-1.14309753739665
"chrX",157598715,157535371,2,"Mbtps2",976,-1.16071357234348,0.0046779389107996,-0.521487402385683
"chrX",164139342,164188418,1,"Ace2",1012,-1.23325727017686,0.0046779389107996,-0.879878572531489
"chrX",135627705,135613002,2,"Prame",802,-1.65448604142162,0.00467828204039988,-0.369317676190685
"chrX",51801233,51753959,2,"Usp26",305,-1.31502875101683,0.00473781666255284,-0.704439496230056
"chrX",152233227,152279102,1,"Kdm5c",936,-1.12843157420448,0.00473781666255284,-0.802658897338913
"chr16",94290286,94129306,2,"Hlcs",735,-1.22586137977732,0.0047538303186511,-1.40119593853471
"chrX",144153695,144166274,1,"A730046J19Rik",883,-1.32532907524844,0.00477177265228983,-0.961683666124653
"chrX",85574022,85634469,1,"Tab3",558,-1.05528161159075,0.00499707982890419,-0.47526877639565
"chr10",127666703,127660918,2,"Nab2",1010,-1.78441320496411,0.00514741554741702,-0.687757245601107
"chrX",135720673,135718667,2,"Tmsb15a",804,-1.80636097215689,0.00514741554741702,-0.935804855627807
"chrX",150589844,150519520,2,"Apex2",914,-1.0336796538162,0.00523953518758721,-0.552610285990773
"chrX",166440704,166390033,2,"Ofd1",1024,-1.31343892976493,0.00532555764182633,-0.637171629981623
"chrX",134059176,134086822,1,"Cstf2",771,-1.38887762497759,0.00539044671765454,-0.67561058147277
"chrX",58911461,58920304,1,"4930550L24Rik",372,-1.54477078133494,0.00542250462056957,-0.376780832789244
"chrX",153238045,153396134,1,"Klf8",949,-1.19985143529112,0.00551704846083782,-1.08534325312158
"chrX",135302316,135312636,1,"Pramel3",798,-1.18464200897106,0.00555641240050998,-0.574000147131576
"chr17",83215283,83225069,1,"Pkdcc",1124,-1.50020722083046,0.00586901698649106,-0.815927600583903
"chrX",104116274,104116175,2,"Mir672",685,-1.28876935547007,0.00604798978002436,-1.56438976804843
"chrX",133851008,133865577,1,"Tnmd",767,-1.43885462546773,0.00622850036272036,-0.653122472024951
"chr2",74752684,74753742,1,"Gm14424",682,-1.00705605953176,0.00628252817580293,-4.61646466429495
"chrX",136139045,136140443,1,"Bex4",816,-1.78779528194848,0.00629274687843469,-1.03636720011269
"chrX",164980592,164997272,1,"Fancb",1020,-1.6483666669014,0.00660578376350792,-0.549317324735233
"chrX",134161928,134149045,2,"Xkrx",774,-1.49672388377863,0.00691025759046326,-0.584999873228523
"chrX",134476490,134460116,2,"Taf7l",780,-1.24743666296301,0.00726060890197242,-0.48807321037366
"chrX",139210044,139238335,1,"Mum1l1",846,-1.27373984953024,0.00729039295792014,-0.588487963746316
"chr11",82911253,82943406,1,"Unc45b",1012,-1.00191215543736,0.00778190944710605,-0.756147031043557
"chr19",6969814,6952325,2,"Plcb3",172,-1.66199556621975,0.00778190944710605,-0.368341463517238
"chr19",56722372,56724862,1,"Adrb1",751,-1.01468799315781,0.00816078208908345,-1.17236639743274
"chr6",29526625,29541869,1,"Irf5",128,-1.26203937947435,0.00863107640599547,-0.651219760056941
"chrX",139782353,139779681,2,"Ripply1",852,-1.86723081931014,0.00863759474822515,-1.37292707860049
"chrX",134717938,134721917,1,"Armcx1",788,-1.08536574192194,0.00871780402485597,-0.868170468836865
"chrX",152016295,152004584,2,"Ribc1",933,-1.61292747277197,0.00875012453776108,-1.19717158732663
"chrX",157415286,157162075,2,"Phex",974,-1.36778669502964,0.00898318039144362,-1.2725377455223
"chrX",141725217,141710998,2,"Irs4",869,-1.03465753176081,0.0091258319041027,-0.974585018020588
"chrX",139086243,139093403,1,"4930513O06Rik",845,-1.29701920898731,0.0091584352409416,-0.550220222163414
