"seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"chrX",85776819,85701937,2,"Gk",559,-1.02364593753357,0.00380954639392832,-0.542925540239507
"chrX",153558593,153559435,1,"Cypt3",951,-1.23452341335688,0.00389702460961666,-0.723574243409254
"chrX",96096045,96168553,1,"Msn",605,-1.08780883161025,0.00429101703345786,-0.883463115827093
"chr9",47818208,47799160,2,"Gm10677",505,-1.49984573544969,0.00442189929729653,-0.82313039810031
"chr11",19065275,19075740,1,"4933406G16Rik",131,-1.51304972230827,0.00466401282068069,-0.76427815045168
"chr9",48162014,48400025,1,"Nxpe4",506,-1.14358637199448,0.00500745047473848,-0.712073932015278
"chrX",134601179,134607060,1,"Hnrnph2",785,-1.08322004529596,0.00525256255481362,-1.0671107790045
"chr12",44328885,44601846,1,"Nrcam",197,-2.27346225153576,0.00559962740477791,-1.19689060662841
"chrX",111697079,111575204,2,"Hdx",733,-1.30786298564589,0.00568148496919696,-0.317722505963659
"chr5",75075601,75077893,1,"Gsx2",474,-1.26180667575295,0.00587801917949191,-3.67000456137
"chrX",72386858,72381870,2,"Magea10",444,-1.54837886479917,0.00593811248590575,-0.561389107661992
"chrX",106255372,106235246,2,"Fnd3c2",707,-1.22168393657662,0.00596135647581517,-0.538500080137884
"chrX",52912214,52956961,1,"Phf6",319,-1.10098277664405,0.00737487047802195,-0.320962920704464
"chrX",70365085,70343069,2,"Ids",424,-1.58813684692397,0.00737487047802195,-0.309203667114008
"chrX",135494588,135504594,1,"AV320801",800,-1.37755300439072,0.00737487047802195,-0.284462950317114
"chrX",50942710,50892645,2,"Frmd7",301,-1.2336090303585,0.00750536049852693,-0.657777484163397
"chrX",73966357,73942792,2,"Hcfc1",488,-1.13525131739115,0.00836836669424088,-0.410777697579188
"chrX",138209580,138208165,2,"Tex13a",842,-1.07680990326032,0.00841497703999014,-0.66514765611087
"chrX",73930850,73922121,2,"Renbp",487,-2.17227358345476,0.00852348894229203,-0.535777437439147
"chrX",74282333,74273217,2,"Dnase1l1",500,-1.83372814405124,0.00852370169643888,-0.282815010023179
"chrX",10252305,10321024,1,"Otc",98,-1.51126636195554,0.00862573156392982,-0.375740713078241
"chrX",107542582,107543800,1,"4933401B06Rik",718,-1.12550661453306,0.00957360883050284,-0.595092893457075
"chrX",73824969,73793357,2,"Pdzd4",482,-1.28683565927336,0.0107311138206699,-0.534425373929196
"chr16",8513429,8621568,1,"Abat",52,-1.33468999812427,0.011069555568475,-0.571055754287806
"chrX",10216795,10073622,2,"Rpgr",97,-1.14908039216687,0.0114388983477099,-0.4284814085044
"chrX",72262308,72262224,2,"Mir452",443,-1.68061196275066,0.0118109686804741,-0.724592778262797
"chrX",50841371,50893098,1,"Stk26",300,-1.16749276547025,0.0118852839405153,-0.642352257052327
"chrX",51972772,51968695,2,"1700080O16Rik",306,-1.02507983365069,0.0120478510655908,-1.05425929532535
"chrX",49683504,49684463,1,"Olfr1320",292,-1.60671729369812,0.0121600281271468,-0.408889055260061
"chr2",34406771,34624958,1,"Mapkap1",430,-1.09308371314484,0.0123371926901475,-0.880444730198632
"chr4",3678121,3791612,1,"Lyn",7,-1.57466558233345,0.0134024986944366,-0.233592484007516
"chrX",59999464,60030760,1,"F9",375,-1.86026622830331,0.013609228905871,-0.271259382264354
"chrX",72825178,72842602,1,"Gabrq",448,-1.15113835945776,0.0144617862247591,-0.364074142892839
"chrX",73880834,73853780,2,"L1cam",483,-1.34370282151671,0.0144617862247591,-0.603444551433836
"chr11",19018969,18880428,2,"Meis1",130,-1.23469727659752,0.0144782828468234,-2.02977945734409
"chrX",73921944,73916870,2,"Naa10",486,-2.4062113649719,0.0145981644991208,-0.452222129596646
"chrX",61709616,61710950,1,"Ldoc1",386,-2.44256759556356,0.0148581338567002,-0.42800009561886
"chr11",43901237,43774605,2,"Adra1b",264,-1.31114397168292,0.016111471327905,-0.549592906087349
"chrX",36989695,36911272,2,"Sept6",207,-1.07577391586993,0.0172472722850476,-0.302259181350321
"chrX",108834478,108974906,1,"2810403D21Rik",724,-1.09792854069772,0.018585576279744,-0.344000047031735
"chr15",84720266,84714629,2,"Gm20556",592,-1.69229513498043,0.0187941378441477,-0.454647988704834
"chrX",37827055,37829857,1,"Rhox6",240,-2.14613372149566,0.0187941378441477,-0.208185390080371
"chrX",101254528,101260873,1,"Foxo4",638,-1.04781898312352,0.0189062703340933,-0.570981463507152
"chrX",92599572,92118879,2,"Mageb18",578,-1.27641859406272,0.018957163362125,-0.425499521272968
"chrX",73097095,73086293,2,"Xlr3a",456,-1.97655998859151,0.0192814598431561,-0.552370171281538
"chrX",74177259,74208498,1,"Tktl1",495,-1.5259151458354,0.0208352854456827,-0.244777895265511
"chr10",71980690,71979885,2,"1700049L16Rik",426,-2.31414816975738,0.0213132149756421,-0.243610939663807
"chr11",17953970,17959582,1,"Etaa1os",128,-2.09435403386679,0.0213132149756421,-0.210574121168912
"chr7",78783131,78792988,1,"Mrps11",1137,-1.64855298243658,0.0213132149756421,-0.24246287602831
"chrX",7067515,7078609,1,"Akap4",19,-1.43757563850363,0.0213132149756421,-0.202981679321966
"chr5",75044641,75005004,2,"Chic2",473,-1.23589134887412,0.0214270258078668,-0.815445192262726
"chrX",153832293,153834240,1,"Spin2c",954,-1.1004552953354,0.0214396674562886,-0.748407471105452
"chrX",136590851,136668377,1,"Tceal3",826,-1.11582606488444,0.0216052915039693,-0.899536857529388
"chr6",139501909,139493182,2,"Rergl",1225,-1.70802641913452,0.0219163917555511,-0.15496292691768
"chr7",124708935,124625670,2,"3100003L05Rik",1793,-1.55030294946599,0.0219163917555511,-0.359611746394682
"chrX",36598193,36606079,1,"Pgrmc1",198,-1.64122592129811,0.0224013945444473,-0.263814748929967
"chrX",12761973,12675371,2,"Med14",114,-1.11541135226057,0.0225041990888123,-0.518518204123056
"chrX",12673639,12654879,2,"1810030O07Rik",113,-1.57577938628239,0.0226736123240105,-0.362333272412265
"chr7",130266808,130162451,2,"Fgfr2",1924,-1.3677001894374,0.0242629544911589,-1.76411337627644
"chrX",106187100,106203699,1,"Pgk1",705,-1.10470100036863,0.0247646530834941,-0.536536869346319
"chrX",107792590,107872911,1,"Tent5d",721,-1.26572167003247,0.0267333254202911,-0.401055685236714
"chrX",53273433,53331185,1,"Fam122c",331,-1.54215215585675,0.0269284749394242,-0.398074324013911
"chrX",53370559,53344594,2,"Mospd1",332,-1.06700295121028,0.027909388321514,-0.311833177851041
"chrX",74282718,74290151,1,"Taz",502,-1.53476468164957,0.027909388321514,-0.257907510230132
"chrX",74127466,74150756,1,"Opn1mw",493,-1.24578645780352,0.0280398045965714,-0.383277656321188
"chrX",147554081,147471694,2,"Lrch2",902,-1.33343308888361,0.0284369388808425,-0.303721999725059
"chr14",34820136,35581115,1,"Grid1",242,-1.22121047774069,0.0290827166078381,-1.80592770830782
"chrX",74594328,74595275,1,"Olfr1325",516,-2.03445920850742,0.0326842604625787,-0.350499961357671
"chrX",53670408,53669177,2,"Rtl8b",336,-2.13528847361265,0.0328626897548253,-0.307277619595556
"chr13",54611272,54592939,2,"Cltb",453,-1.34535228329308,0.0330411795039528,-0.454315346566781
"chrX",72987339,73031543,1,"Zfp185",451,-1.21730347226026,0.0362414071614866,-0.673184439751058
"chr8",106683068,106851439,1,"Tango6",913,-1.01895437238408,0.036604059033003,-0.343518505927734
"chr12",36816205,36816278,1,"Mir5099",177,-1.75234084002344,0.0366532225415799,-0.383741462053425
"chrX",147429192,147383478,2,"Il13ra2",901,-1.01161519369242,0.0373759335228161,-0.212999979194712
"chrX",107816334,107782751,2,"2610002M06Rik",720,-1.54013007683556,0.038324376859276,-0.457722645539489
"chrX",57200637,57204378,1,"Gm14718",364,-1.44411229478275,0.0384195974349087,-0.376315142845628
"chrX",73911298,73894352,2,"Arhgap4",485,-1.14363948636058,0.0396929139514223,-0.302814781505775
"chrX",91575911,91575210,2,"1700084M14Rik",573,-2.36197202303975,0.0404052515476759,-0.12859248068571
"chrX",73082507,73074345,2,"Xlr4a",455,-2.0935201583762,0.0429419446727803,-0.454962318422071
"chrX",153723554,153741296,1,"Nbdy",953,-1.13468425909369,0.0441242838997984,-0.454944049524809
"chr5",9100737,9158080,1,"Tmem243",37,-1.12207391891335,0.0456753358888672,-0.10314828153818
"chr6",90333289,90364551,1,"Uroc1",729,-2.10220543804929,0.0472582013531173,-0.306370562243683
"chr8",119501698,119479602,2,"Slc38a8",1031,-1.18918780853245,0.048040269297847,-0.277907713784124
"chrX",48623578,48662298,1,"Slc25a14",286,-2.09562560842867,0.048040269297847,-0.341962801004454
"chrX",112093520,112127326,1,"Tex16",734,-1.79526036690147,0.048260254930888,-0.291277592635499
